Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Americas;Northern America;United States of America;Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Americas;South America;Argentina;Total number of persons held;UN-CTS;2017;;;;85283;1;;0;85283;74060
Americas;South America;Chile;Total number of persons held;UN-CTS;2017;;;;45910;1;;0;45910;42491
Americas;South America;Colombia;Total number of persons held;UN-CTS;2017;;;;114750;1;;0;114750;79211
Americas;South America;Guyana;Total number of persons held;UN-CTS;2017;;;;2226;1;;0;2226;1505
Americas;South America;Paraguay;Total number of persons held;UN-CTS;2017;;;;14061;1;;0;14061;9511
Americas;South America;Peru;Total number of persons held;UN-CTS;2017;;;;85811;1;;0;85811;39158
Americas;Central America;Costa Rica;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;Central America;Panama;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;Northern America;Canada;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;Northern America;United States of America;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Argentina;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Chile;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Colombia;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Guyana;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Paraguay;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Americas;South America;Peru;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2005;;;;47311;1;;0;47311;46090
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2005;;;;14453;1;;0;14453;13876
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2005;;;;17845;1;;0;17845;21420
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2005;;;;502;1;;0;502;370
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2005;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2005;;;;55966;1;;0;55966;69841
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2005;;;;9936;1;;0;9936;7045
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2006;;;;51544;1;;0;51544;88395
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2006;;;;6740;1;;0;6740;5425
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2006;;;;45651;1;;0;45651;47390
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2006;;;;12761;1;;0;12761;13876
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2006;;;;3083;1;;0;3083;4301
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2006;;;;18656;1;;0;18656;21420
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2006;;;;578;1;;0;578;370
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2006;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2006;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2006;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2006;;;;70524;1;;0;70524;74140
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2006;;;;11193;1;;0;11193;7045
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2007;;;;7923;1;;0;7923;5923
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2007;;;;45647;1;;0;45647;43970
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2007;;;;12410;1;;0;12410;12645
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2007;;;;3539;1;;0;3539;4305
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2007;;;;19559;1;;0;19559;21420
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2007;;;;547;1;;0;547;322
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2007;;;;90732;1;;0;90732;74140
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2008;;;;48270;1;;0;48270;57560
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2008;;;;8098;1;;0;8098;7051
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2008;;;;47966;1;;0;47966;43970
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2008;;;;12500;1;;0;12500;12645
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2008;;;;3965;1;;0;3965;4646
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2008;;;;20986;1;;0;20986;21520
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2008;;;;652;1;;0;652;322
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2008;;;;16767;1;;0;16767;30713
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2008;;;;;1;;0;;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2008;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2008;;;;103435;1;;0;103435;97001
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2008;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2009;;;;50495;1;;0;50495;53560
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2009;;;;6532;1;;0;6532;5279
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2009;;;;48228;1;;0;48228;45110
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2009;;;;13428;1;;0;13428;15564
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2009;;;;4313;1;;0;4313;4395
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2009;;;;20651;1;;0;20651;24500
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2009;;;;578;1;;0;578;360
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2009;;;;20104;1;;0;20104;33796
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2009;;;;1804;1;;0;1804;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2009;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2009;;;;115920;1;;0;115920;106779
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2009;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2010;;;;55140;1;;0;55140;59610
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2010;;;;7421;1;;0;7421;6076
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2010;;;;45681;1;;0;45681;46610
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2010;;;;13604;1;;0;13604;15564
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2010;;;;5142;1;;0;5142;4395
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2010;;;;21971;1;;0;21971;24500
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2010;;;;636;1;;0;636;351
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2010;;;;24965;1;;0;24965;44998
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2010;;;;1853;1;;0;1853;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2010;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2010;;;;120194;1;;0;120194;114348
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2010;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2011;;;;49401;1;;0;49401;61670
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2011;;;;8011;1;;0;8011;6763
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2011;;;;45038;1;;0;45038;46370
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2011;;;;13164;1;;0;13164;16254
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2011;;;;4532;1;;0;4532;4395
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2011;;;;20546;1;;0;20546;24500
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2011;;;;622;1;;0;622;370
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2011;;;;26369;1;;0;26369;47160
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2011;;;;2296;1;;0;2296;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2011;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2011;;;;128253;1;;0;128253;116754
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2011;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2012;;;;45335;1;;0;45335;58360
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2012;;;;8145;1;;0;8145;6971
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2012;;;;46708;1;;0;46708;46370
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2012;;;;12975;1;;0;12975;16254
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2012;;;;4756;1;;0;4756;4395
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2012;;;;20782;1;;0;20782;24500
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2012;;;;678;1;;0;678;370
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2012;;;;31187;1;;0;31187;52539
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2012;;;;1697;1;;0;1697;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2012;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2012;;;;136638;1;;0;136638;142460
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2012;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2013;;;;42052;1;;0;42052;58320
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2013;;;;8068;1;;0;8068;6898
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2013;;;;48824;1;;0;48824;45690
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2013;;;;13334;1;;0;13334;16249
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2013;;;;3923;1;;0;3923;4395
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2013;;;;20669;1;;0;20669;25400
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2013;;;;553;1;;0;553;370
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2013;;;;30499;1;;0;30499;52444
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2013;;;;2599;1;;0;2599;1560
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2013;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2013;;;;144098;1;;0;144098;154115
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2013;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2014;;;;43220;1;;0;43220;57970
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2014;;;;7690;1;;0;7690;6182
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2014;;;;51761;1;;0;51761;45690
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2014;;;;12794;1;;0;12794;16347
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2014;;;;3880;1;;0;3880;4576
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2014;;;;22526;1;;0;22526;25400
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2014;;;;158690;1;;0;158690;163129
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2015;;;;42114;1;;0;42114;50729
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2015;;;;5471;1;;0;5471;6130
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2015;;;;54667;1;;0;54667;46600
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2015;;;;12640;1;;0;12640;16347
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2015;;;;3873;1;;0;3873;4584
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2015;;;;547;1;;0;547;480
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2015;;;;178257;1;;0;178257;177636
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2015;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2016;;;;57675;1;;0;57675;47820
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2016;;;;12454;1;;0;12454;13670
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2016;;;;200727;1;;0;200727;202675
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2016;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2017;;;;36343;1;;0;36343;45493
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2017;;;;55198;1;;0;55198;47820
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2017;;;;11931;1;;0;11931;14678
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2017;;;;23319;1;;0;23319;25509
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2017;;;;592;1;;0;592;528
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2017;;;;233415;1;;0;233415;208830
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2017;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Eastern Asia;Mongolia;Total number of persons held;UN-CTS;2018;;;;4804;1;;0;4804;6532
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total number of persons held;UN-CTS;2018;;;;11961;1;;0;11961;13132
Asia;Western Asia;Armenia;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Western Asia;Azerbaijan;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2018;;;;619;1;;0;619;566
Asia;Western Asia;Iraq (Central Iraq);Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2018;;;;264842;1;;0;264842;213862
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2018;;;;;1;;0;;
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2005;;;;18937;1;;0;18937;18784
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2005;;;;15755;1;;0;15755;11260
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2005;;;;8876;1;;0;8876;12900
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2005;;;;36700;1;;0;36700;37375
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2005;;;;8897;1;;0;8897;10944
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2005;;;;4041;1;;0;4041;4320
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2005;;;;3867;1;;0;3867;3460
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2005;;;;7646;1;;0;7646;9168
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2005;;;;3170;1;;0;3170;3287
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2005;;;;7377;1;;0;7377;6909
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2005;;;;75121;1;;0;75121;69607
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2005;;;;2592;1;;0;2592;3341
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2005;;;;3485;1;;0;3485;3159
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2005;;;;60415;1;;0;60415;43708
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2005;;;;12889;1;;0;12889;13024
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2005;;;;1132;1;;0;1132;1103
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2005;;;;61054;1;;0;61054;41723
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2005;;;;8956;1;;0;8956;8289
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2005;;;;80201;1;;0;80201;79687
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2005;;;;5723;1;;0;5723;6584
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2006;;;;11058;1;;0;11058;11058
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2006;;;;18578;1;;0;18578;19202
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2006;;;;14822;1;;0;14822;11374
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2006;;;;90529;1;;0;90529;76499
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2006;;;;9042;1;;0;9042;10820
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2006;;;;34038;1;;0;34038;37925
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2006;;;;871360;1;;0;871360;960676
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2006;;;;8249;1;;0;8249;10931
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2006;;;;160725;1;;0;160725;122323
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2006;;;;3932;1;;0;3932;4172
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2006;;;;4310;1;;0;4310;4476
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2006;;;;3851;1;;0;3851;3598
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2006;;;;119;1;;0;119;137
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2006;;;;3080;1;;0;3080;3628
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2006;;;;6965;1;;0;6965;9168
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2006;;;;8079;1;;0;8079;9874
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2006;;;;3387;1;;0;3387;3467
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2006;;;;7397;1;;0;7397;6913
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2006;;;;76560;1;;0;76560;70992
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2006;;;;1512;1;;0;1512;1555
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2006;;;;2857;1;;0;2857;3341
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2006;;;;3833;1;;0;3833;3159
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2006;;;;;1;;0;;
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2006;;;;39794;1;;0;39794;43673
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2006;;;;851;1;;0;851;894
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2006;;;;12636;1;;0;12636;12388
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2006;;;;1301;1;;0;1301;1116
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2006;;;;64021;1;;0;64021;41805
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2006;;;;9005;1;;0;9005;8577
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2006;;;;78063;1;;0;78063;79960
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2006;;;;16091;1;;0;16091;17637
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2006;;;;5567;1;;0;5567;6715
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2007;;;;10271;1;;0;10271;10271
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2007;;;;18901;1;;0;18901;19250
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2007;;;;14353;1;;0;14353;11252
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2007;;;;89648;1;;0;89648;80820
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2007;;;;7895;1;;0;7895;10690
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2007;;;;29390;1;;0;29390;36632
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2007;;;;883168;1;;0;883168;961503
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2007;;;;7986;1;;0;7986;10919
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2007;;;;149690;1;;0;149690;120839
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2007;;;;3624;1;;0;3624;4039
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2007;;;;3456;1;;0;3456;3931
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2007;;;;3625;1;;0;3625;3540
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2007;;;;115;1;;0;115;133
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2007;;;;3253;1;;0;3253;3736
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2007;;;;6548;1;;0;6548;9276
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2007;;;;7866;1;;0;7866;9062
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2007;;;;3446;1;;0;3446;3573
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2007;;;;6977;1;;0;6977;7195
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2007;;;;78445;1;;0;78445;72251
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2007;;;;1504;1;;0;1504;1662
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2007;;;;2790;1;;0;2790;3616
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2007;;;;4290;1;;0;4290;3417
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2007;;;;;1;;0;;
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2007;;;;49697;1;;0;49697;43968
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2007;;;;957;1;;0;957;950
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2007;;;;11587;1;;0;11587;12677
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2007;;;;1336;1;;0;1336;1094
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2007;;;;67100;1;;0;67100;44273
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2007;;;;9012;1;;0;9012;8682
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2007;;;;75153;1;;0;75153;80708
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2007;;;;15151;1;;0;15151;18056
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2007;;;;5278;1;;0;5278;6663
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2008;;;;9408;1;;0;9408;9408
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2008;;;;20502;1;;0;20502;19471
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2008;;;;14743;1;;0;14743;12556
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2008;;;;84978;1;;0;84978;85049
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2008;;;;6830;1;;0;6830;9250
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2008;;;;26212;1;;0;26212;34299
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2008;;;;887501;1;;0;887501;957389
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2008;;;;8166;1;;0;8166;10818
